bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
2.532,50,2,46.7,40,14,17,36.68,1,False,True,False
0.581,200,1,49.9,14,12,9,144.31,1,False,False,True
0.641,200,1,51.6,21,8,6,183.33,1,False,False,True
1.827,50,2,80.6,13,5,15,40.14,1,False,True,False
2.432,50,2,66.4,2,20,20,38.04,1,False,True,False
5.905,10,3,87.3,31,6,32,5.33,1,True,False,False
2.381,50,2,42.2,37,13,19,36.81,1,False,True,False
0.471,200,1,55.7,17,15,6,180.71,1,False,False,True
0.582,200,1,91.2,3,21,9,156.85,1,False,False,True
0.596,200,1,79.8,28,14,5,227.05,0,False,False,True
6.401,10,3,64.6,38,16,31,7.44,1,True,False,False
0.556,200,1,81.8,1,21,8,157.46,1,False,False,True
0.509,200,1,52.0,25,20,10,143.1,1,False,False,True
0.529,200,1,56.6,29,17,7,162.98,1,False,False,True
0.472,200,1,77.5,15,8,7,163.64,1,False,False,True
2.044,50,2,59.6,26,3,18,36.21,1,False,True,False
1.948,50,2,82.0,46,15,15,42.59,1,False,True,False
4.659,10,3,75.0,6,14,31,5.95,1,True,False,False
2.009,50,2,51.1,46,13,17,37.46,1,False,True,False
2.413,50,2,82.4,7,20,16,42.43,1,False,True,False
0.564,200,1,53.2,45,7,7,164.55,1,False,False,True
0.553,200,1,65.7,33,14,6,190.9,1,False,False,True
0.547,200,1,84.7,34,22,9,159.7,1,False,False,True
4.561,10,3,85.7,24,0,30,6.28,1,True,False,False
0.494,200,1,62.4,18,15,10,146.37,1,False,False,True
0.481,200,1,64.9,28,20,9,153.02,1,False,False,True
0.433,200,1,47.3,4,9,10,136.39,1,False,False,True
0.441,200,1,94.5,3,3,7,167.19,1,False,False,True
0.615,200,1,50.8,3,2,10,137.95,1,False,False,True
0.496,200,1,51.1,10,3,9,144.53,1,False,False,True
4.401,10,3,57.7,29,2,32,6.23,1,True,False,False
1.81,50,2,56.8,43,0,16,41.9,1,False,True,False
1.662,50,2,82.1,20,5,17,42.22,1,False,True,False
1.688,50,2,81.4,42,21,15,43.3,1,False,True,False
1.608,50,2,44.5,32,19,19,34.65,1,False,True,False
0.558,200,1,44.5,7,1,9,141.25,1,False,False,True
0.556,200,1,43.8,41,10,9,147.12,1,False,False,True
0.499,200,1,95.8,40,12,6,199.65,1,False,False,True
1.936,50,2,40.0,14,15,19,36.95,1,False,True,False
0.432,200,1,61.6,25,4,7,164.1,1,False,False,True
0.628,200,1,71.9,30,23,9,153.42,1,False,False,True
2.208,50,2,61.3,38,5,16,41.14,1,False,True,False
0.4,200,1,76.3,35,9,5,224.71,0,False,False,True
2.197,50,2,55.0,47,8,16,39.07,1,False,True,False
2.159,50,2,94.1,18,18,17,42.37,1,False,True,False
0.549,200,1,49.1,27,4,8,154.31,1,False,False,True
2.467,50,2,46.8,26,9,17,38.03,1,False,True,False
0.431,200,1,42.7,47,17,7,163.52,1,False,False,True
0.423,200,1,93.0,46,15,6,198.78,1,False,False,True
0.44,200,1,62.8,25,18,7,161.48,1,False,False,True
5.463,10,3,53.8,6,20,32,5.68,1,True,False,False
1.756,50,2,53.1,2,3,21,34.1,1,False,True,False
6.494,10,3,95.8,41,13,32,11.01,0,True,False,False
0.41,200,1,43.4,1,16,13,121.77,1,False,False,True
0.552,200,1,69.8,25,17,8,162.82,1,False,False,True
2.196,50,2,88.9,39,10,15,44.45,1,False,True,False
0.511,200,1,44.6,39,16,9,150.93,1,False,False,True
0.61,200,1,77.0,49,5,5,227.6,0,False,False,True
2.334,50,2,86.0,5,17,18,40.69,1,False,True,False
0.533,200,1,43.1,28,23,9,149.17,1,False,False,True
0.561,200,1,89.5,40,3,7,175.52,1,False,False,True
4.267,10,3,71.9,16,23,30,8.57,1,True,False,False
1.619,50,2,60.3,25,6,15,38.79,1,False,True,False
0.614,200,1,93.1,5,15,10,153.61,1,False,False,True
0.476,200,1,57.9,27,5,6,187.21,1,False,False,True
0.472,200,1,41.6,18,8,10,137.1,1,False,False,True
0.498,200,1,94.8,6,21,8,166.64,1,False,False,True
5.614,10,3,66.0,29,13,30,6.45,1,True,False,False
2.535,50,2,63.4,22,3,17,41.09,1,False,True,False
0.49,200,1,80.9,35,3,6,194.03,1,False,False,True
1.869,50,2,51.3,42,4,19,35.79,1,False,True,False
6.376,10,3,46.1,34,10,31,7.13,1,True,False,False
0.553,200,1,91.8,45,1,6,200.43,0,False,False,True
0.44,200,1,50.8,29,1,9,149.49,1,False,False,True
0.437,200,1,64.7,32,23,8,161.93,1,False,False,True
0.522,200,1,87.6,25,7,8,162.94,1,False,False,True
2.002,50,2,63.6,2,16,19,38.78,1,False,True,False
0.475,200,1,63.3,31,17,9,155.41,1,False,False,True
2.484,50,2,43.4,5,21,24,32.37,1,False,True,False
0.567,200,1,85.7,30,22,9,157.96,1,False,False,True
0.439,200,1,96.0,34,12,5,231.79,0,False,False,True
0.587,200,1,63.5,44,23,9,155.0,1,False,False,True
0.607,200,1,80.0,30,21,9,158.77,1,False,False,True
0.587,200,1,72.5,4,9,8,158.57,1,False,False,True
2.49,50,2,80.0,16,22,16,39.58,1,False,True,False
0.479,200,1,51.2,4,14,11,133.97,1,False,False,True
0.567,200,1,53.5,5,20,11,135.94,1,False,False,True
4.718,10,3,83.9,18,3,31,5.53,1,True,False,False
0.599,200,1,82.6,48,13,7,172.42,1,False,False,True
0.417,200,1,85.6,19,7,6,195.68,1,False,False,True
2.317,50,2,54.3,10,23,21,37.64,1,False,True,False
0.582,200,1,87.4,42,8,8,166.1,1,False,False,True
0.547,200,1,59.8,38,20,8,160.3,1,False,False,True
0.61,200,1,61.7,17,8,6,187.82,1,False,False,True
0.579,200,1,73.0,13,3,8,156.42,1,False,False,True
0.508,200,1,84.8,15,8,7,170.12,1,False,False,True
0.561,200,1,93.5,17,21,9,157.14,1,False,False,True
0.58,200,1,90.2,38,5,9,161.86,1,False,False,True
1.606,50,2,47.8,16,5,17,40.46,1,False,True,False
0.601,200,1,44.1,43,23,9,150.92,1,False,False,True
0.593,200,1,47.7,3,15,9,146.37,1,False,False,True
2.251,50,2,80.8,9,5,17,41.12,1,False,True,False
0.414,200,1,46.6,24,22,8,154.89,1,False,False,True
0.583,200,1,84.9,23,7,5,224.21,0,False,False,True
2.466,50,2,81.3,32,0,15,40.15,1,False,True,False
0.627,200,1,65.5,30,0,8,157.51,1,False,False,True
0.517,200,1,73.6,36,0,7,167.91,1,False,False,True
0.518,200,1,76.9,1,13,12,132.25,1,False,False,True
4.911,10,3,85.2,14,21,30,7.72,1,True,False,False
6.073,10,3,82.0,41,18,31,8.49,1,True,False,False
1.63,50,2,75.8,48,15,15,40.38,1,False,True,False
0.625,200,1,79.7,42,9,5,229.48,0,False,False,True
2.409,50,2,80.0,15,20,17,40.82,1,False,True,False
0.512,200,1,81.9,46,22,9,161.93,1,False,False,True
1.64,50,2,41.0,32,10,16,39.26,1,False,True,False
2.39,50,2,61.4,17,19,15,42.61,1,False,True,False
0.635,200,1,52.5,26,21,6,184.78,1,False,False,True
0.61,200,1,94.2,14,23,6,195.23,1,False,False,True
4.191,10,3,76.2,9,2,30,8.65,1,True,False,False
0.573,200,1,52.4,46,22,7,167.74,1,False,False,True
5.863,10,3,68.0,13,3,30,9.95,1,True,False,False
0.546,200,1,60.9,12,21,10,142.65,1,False,False,True
0.647,200,1,94.5,3,1,10,152.59,1,False,False,True
1.625,50,2,75.8,30,14,15,40.95,1,False,True,False
2.308,50,2,79.9,33,3,15,44.8,1,False,True,False
1.983,50,2,80.5,42,23,16,42.85,1,False,True,False
0.489,200,1,49.4,7,15,12,128.39,1,False,False,True
0.582,200,1,85.1,43,17,9,165.62,1,False,False,True
6.42,10,3,63.6,40,3,30,9.58,1,True,False,False
0.562,200,1,56.7,11,11,9,149.33,1,False,False,True
2.515,50,2,93.2,32,9,16,44.68,1,False,True,False
2.545,50,2,90.7,44,23,17,45.55,1,False,True,False
0.646,200,1,52.7,37,10,8,155.31,1,False,False,True
0.566,200,1,85.2,30,22,9,160.78,1,False,False,True
0.447,200,1,61.8,29,17,8,155.98,1,False,False,True
0.498,200,1,91.1,19,11,9,158.52,1,False,False,True
1.645,50,2,71.7,22,6,15,42.18,1,False,True,False
0.625,200,1,85.0,48,15,8,170.86,1,False,False,True
2.095,50,2,47.3,25,12,19,37.24,1,False,True,False
0.62,200,1,91.0,29,1,5,230.0,0,False,False,True
1.877,50,2,70.3,9,17,20,34.59,1,False,True,False
0.484,200,1,64.4,7,17,8,154.07,1,False,False,True
2.514,50,2,48.8,19,2,16,40.19,1,False,True,False
2.487,50,2,96.8,19,4,17,44.44,1,False,True,False
0.496,200,1,45.3,35,14,7,158.7,1,False,False,True
2.067,50,2,87.7,48,10,15,41.94,1,False,True,False
0.469,200,1,73.9,14,13,10,149.28,1,False,False,True
2.482,50,2,50.6,48,23,16,38.35,1,False,True,False
4.777,10,3,75.6,46,1,30,9.58,1,True,False,False
4.677,10,3,85.9,30,21,30,8.69,1,True,False,False
2.579,50,2,72.6,13,21,15,39.05,1,False,True,False
0.575,200,1,82.8,26,21,5,223.82,0,False,False,True
2.442,50,2,88.0,42,20,15,44.82,1,False,True,False
0.593,200,1,82.1,16,7,7,170.71,1,False,False,True
0.493,200,1,94.5,25,6,6,198.79,1,False,False,True
0.595,200,1,88.5,3,0,11,146.89,1,False,False,True
0.549,200,1,93.1,41,1,5,233.14,0,False,False,True
0.562,200,1,86.2,42,5,7,177.0,1,False,False,True
0.62,200,1,83.8,32,14,5,229.57,0,False,False,True
2.144,50,2,82.1,49,22,17,40.0,1,False,True,False
2.159,50,2,55.1,17,0,15,42.2,1,False,True,False
0.406,200,1,66.1,47,20,7,172.06,1,False,False,True
0.553,200,1,62.4,46,9,9,154.83,1,False,False,True
0.51,200,1,82.0,15,11,6,190.98,1,False,False,True
0.584,200,1,95.7,24,5,7,173.64,1,False,False,True
0.643,200,1,77.3,17,20,6,188.63,1,False,False,True
0.595,200,1,66.2,2,19,9,148.61,1,False,False,True
0.475,200,1,53.5,44,6,10,146.71,1,False,False,True
2.3,50,2,95.0,41,4,15,42.38,1,False,True,False
0.617,200,1,50.2,1,3,10,137.18,1,False,False,True
1.881,50,2,63.6,46,21,15,44.86,1,False,True,False
1.897,50,2,54.1,21,18,18,36.9,1,False,True,False
0.402,200,1,69.4,34,22,8,163.1,1,False,False,True
2.332,50,2,66.3,18,14,17,41.16,1,False,True,False
5.425,10,3,76.6,41,4,31,10.01,0,True,False,False
5.164,10,3,52.7,43,15,30,6.11,1,True,False,False
0.583,200,1,66.8,10,23,11,141.58,1,False,False,True
0.422,200,1,48.2,6,9,11,132.85,1,False,False,True
0.634,200,1,87.4,14,14,9,159.27,1,False,False,True
0.536,200,1,54.8,33,8,6,186.88,1,False,False,True
0.47,200,1,66.6,16,10,8,159.77,1,False,False,True
2.454,50,2,74.1,45,5,16,41.26,1,False,True,False
0.426,200,1,71.0,48,1,6,193.15,1,False,False,True
0.508,200,1,43.0,5,4,11,128.19,1,False,False,True
0.535,200,1,89.6,13,19,6,190.65,1,False,False,True
2.258,50,2,83.7,15,9,15,40.48,1,False,True,False
0.617,200,1,75.6,9,13,11,140.83,1,False,False,True
0.596,200,1,71.5,10,13,11,140.71,1,False,False,True
2.153,50,2,58.9,9,2,18,35.51,1,False,True,False
0.522,200,1,76.2,41,3,9,161.47,1,False,False,True
4.338,10,3,56.5,16,13,31,7.94,1,True,False,False
2.583,50,2,52.4,47,23,19,38.78,1,False,True,False
0.489,200,1,40.1,26,5,9,148.69,1,False,False,True
4.263,10,3,72.1,24,10,30,6.1,1,True,False,False
0.432,200,1,59.2,43,6,6,191.62,1,False,False,True
0.51,200,1,76.0,12,23,8,160.39,1,False,False,True
4.361,10,3,73.9,13,15,30,8.25,1,True,False,False
0.54,200,1,46.8,38,7,8,153.04,1,False,False,True
1.798,50,2,67.3,20,9,15,42.66,1,False,True,False
2.596,50,2,54.5,6,9,20,38.75,1,False,True,False
2.149,50,2,65.9,23,4,16,41.13,1,False,True,False
2.479,50,2,82.2,39,22,16,41.28,1,False,True,False
4.704,10,3,89.8,15,12,30,6.95,1,True,False,False
0.526,200,1,71.8,48,1,9,160.81,1,False,False,True
0.611,200,1,66.7,14,13,7,164.16,1,False,False,True
2.471,50,2,49.7,39,1,15,41.57,1,False,True,False
0.6,200,1,71.5,31,11,7,170.4,1,False,False,True
0.41,200,1,92.8,32,19,7,171.58,1,False,False,True
0.637,200,1,51.4,45,0,9,154.0,1,False,False,True
0.644,200,1,74.6,31,15,8,162.59,1,False,False,True
2.486,50,2,62.1,45,11,18,37.16,1,False,True,False
1.755,50,2,47.3,41,9,19,35.23,1,False,True,False
0.609,200,1,43.7,46,13,10,142.56,1,False,False,True
0.541,200,1,68.6,28,20,10,147.76,1,False,False,True
2.263,50,2,68.6,17,5,17,41.03,1,False,True,False
1.994,50,2,88.3,42,12,15,42.01,1,False,True,False
0.629,200,1,50.8,48,23,9,154.77,1,False,False,True
0.631,200,1,76.3,34,18,6,191.11,1,False,False,True
0.538,200,1,91.6,20,22,5,227.98,0,False,False,True
0.502,200,1,81.6,10,1,6,188.88,1,False,False,True
1.899,50,2,78.5,12,16,15,42.01,1,False,True,False
0.622,200,1,70.1,21,9,7,166.97,1,False,False,True
0.491,200,1,79.6,1,9,10,146.61,1,False,False,True
6.276,10,3,45.9,10,11,30,9.1,1,True,False,False
0.429,200,1,88.3,43,20,6,196.13,1,False,False,True
0.638,200,1,65.7,39,22,6,191.48,1,False,False,True
2.127,50,2,41.0,39,21,19,34.69,1,False,True,False
0.5,200,1,59.2,35,8,8,161.12,1,False,False,True
0.415,200,1,94.3,19,1,8,165.24,1,False,False,True
0.528,200,1,46.2,13,0,10,140.77,1,False,False,True
4.673,10,3,72.1,41,1,30,7.61,1,True,False,False
1.666,50,2,56.3,14,12,19,35.47,1,False,True,False
0.602,200,1,61.0,13,22,8,156.68,1,False,False,True
2.551,50,2,52.5,7,19,22,37.2,1,False,True,False
0.402,200,1,73.3,11,2,8,159.02,1,False,False,True
0.413,200,1,86.4,13,9,7,171.05,1,False,False,True
2.333,50,2,68.3,24,22,15,40.18,1,False,True,False
0.407,200,1,76.8,44,11,7,173.23,1,False,False,True
0.624,200,1,93.4,7,12,8,160.76,1,False,False,True
2.231,50,2,67.1,33,15,17,42.85,1,False,True,False
0.499,200,1,46.5,4,18,11,131.92,1,False,False,True
0.494,200,1,57.5,25,12,8,158.84,1,False,False,True
0.63,200,1,63.3,4,19,11,134.15,1,False,False,True
0.55,200,1,76.8,41,17,8,164.69,1,False,False,True
0.619,200,1,46.9,36,3,9,150.02,1,False,False,True
0.612,200,1,94.4,35,14,9,164.9,1,False,False,True
0.532,200,1,93.8,11,22,8,164.86,1,False,False,True
0.632,200,1,81.3,45,2,5,230.39,0,False,False,True
0.504,200,1,78.8,17,8,5,224.35,0,False,False,True
2.424,50,2,81.5,17,17,15,39.11,1,False,True,False
0.483,200,1,54.8,27,12,7,159.62,1,False,False,True
1.777,50,2,47.5,35,3,16,41.43,1,False,True,False
1.791,50,2,81.3,20,14,17,40.92,1,False,True,False
2.276,50,2,81.4,41,16,15,45.61,1,False,True,False
0.644,200,1,53.0,6,6,8,150.12,1,False,False,True
0.648,200,1,53.1,41,2,7,165.91,1,False,False,True
0.524,200,1,66.9,5,20,8,153.33,1,False,False,True
0.487,200,1,95.4,4,19,9,158.82,1,False,False,True
0.495,200,1,40.4,48,22,10,145.58,1,False,False,True
0.474,200,1,93.2,9,6,7,169.7,1,False,False,True
0.636,200,1,93.9,41,19,6,202.56,0,False,False,True
2.078,50,2,84.2,24,8,15,41.47,1,False,True,False
1.869,50,2,65.8,43,12,15,44.75,1,False,True,False
0.525,200,1,76.2,10,6,9,150.67,1,False,False,True
0.6,200,1,84.5,42,5,9,159.89,1,False,False,True
1.842,50,2,61.5,25,23,17,37.05,1,False,True,False
4.903,10,3,72.5,18,4,30,10.44,0,True,False,False
0.568,200,1,85.8,40,11,5,229.02,0,False,False,True
4.392,10,3,60.1,22,16,30,8.13,1,True,False,False
0.443,200,1,48.0,33,14,8,154.93,1,False,False,True
0.49,200,1,77.0,21,15,8,159.93,1,False,False,True
0.613,200,1,51.7,6,5,12,126.81,1,False,False,True
1.606,50,2,52.3,30,21,19,37.87,1,False,True,False
0.452,200,1,53.0,12,0,11,134.81,1,False,False,True
0.637,200,1,78.6,8,19,8,158.47,1,False,False,True
0.566,200,1,72.0,33,14,5,221.94,0,False,False,True
0.461,200,1,56.8,5,2,12,128.23,1,False,False,True
4.395,10,3,91.6,42,15,30,10.91,0,True,False,False
0.544,200,1,50.6,11,21,8,149.08,1,False,False,True
0.456,200,1,65.1,44,22,10,148.73,1,False,False,True
0.436,200,1,80.6,40,5,9,158.25,1,False,False,True
2.137,50,2,76.6,36,22,17,40.89,1,False,True,False
0.595,200,1,80.6,37,10,7,173.43,1,False,False,True
0.495,200,1,87.8,48,20,7,177.01,1,False,False,True
1.813,50,2,53.1,37,0,18,39.88,1,False,True,False
2.428,50,2,71.0,27,12,15,43.22,1,False,True,False
0.462,200,1,80.6,9,7,10,148.15,1,False,False,True
2.403,50,2,82.1,43,6,15,45.09,1,False,True,False
2.4,50,2,61.8,3,0,22,35.66,1,False,True,False
1.656,50,2,96.2,4,2,18,41.58,1,False,True,False
0.447,200,1,41.8,37,4,9,150.8,1,False,False,True
0.44,200,1,63.6,29,4,8,159.07,1,False,False,True
0.574,200,1,88.6,18,9,6,191.1,1,False,False,True
2.172,50,2,94.3,22,13,15,44.96,1,False,True,False
0.572,200,1,95.4,6,21,7,171.06,1,False,False,True
0.49,200,1,52.5,22,14,8,155.36,1,False,False,True
0.408,200,1,63.6,26,12,8,156.77,1,False,False,True
0.533,200,1,82.7,30,17,9,157.89,1,False,False,True
6.474,10,3,78.1,38,21,30,5.39,1,True,False,False
0.414,200,1,59.9,42,2,7,163.53,1,False,False,True
5.476,10,3,80.3,6,10,30,10.36,0,True,False,False
0.502,200,1,91.1,42,23,6,198.31,1,False,False,True
1.971,50,2,95.4,29,2,15,46.56,1,False,True,False
2.356,50,2,78.9,44,10,15,41.15,1,False,True,False
1.785,50,2,41.2,2,23,24,33.47,1,False,True,False
0.648,200,1,91.8,18,20,5,224.81,0,False,False,True
2.208,50,2,66.5,49,0,15,41.3,1,False,True,False
0.552,200,1,60.9,34,19,6,187.95,1,False,False,True
0.601,200,1,45.1,31,20,10,139.6,1,False,False,True
4.585,10,3,45.1,20,1,31,5.08,1,True,False,False
0.554,200,1,52.8,41,19,6,186.98,1,False,False,True
2.293,50,2,65.8,40,20,16,40.27,1,False,True,False
0.505,200,1,40.7,25,16,10,138.36,1,False,False,True
0.436,200,1,58.5,45,15,9,153.11,1,False,False,True
2.399,50,2,43.6,32,3,15,41.74,1,False,True,False
5.086,10,3,59.4,48,17,31,6.2,1,True,False,False
2.244,50,2,92.5,26,18,15,45.05,1,False,True,False
0.531,200,1,53.8,33,9,6,188.43,1,False,False,True
0.43,200,1,75.9,31,2,6,193.76,1,False,False,True
0.615,200,1,41.7,8,9,12,126.62,1,False,False,True
0.559,200,1,68.5,18,0,10,146.19,1,False,False,True
1.864,50,2,40.3,43,8,20,39.36,1,False,True,False
0.59,200,1,71.5,26,6,6,192.38,1,False,False,True
0.623,200,1,46.3,47,21,9,150.81,1,False,False,True
2.339,50,2,75.0,19,1,16,42.7,1,False,True,False
2.589,50,2,50.0,47,6,15,41.95,1,False,True,False
2.106,50,2,94.6,18,16,15,41.26,1,False,True,False
0.481,200,1,41.2,2,15,13,120.36,1,False,False,True
0.635,200,1,73.9,46,19,6,192.42,1,False,False,True
5.675,10,3,76.7,29,0,32,7.18,1,True,False,False
0.537,200,1,50.4,22,13,10,143.67,1,False,False,True
1.653,50,2,77.9,23,12,17,39.34,1,False,True,False
0.413,200,1,47.2,36,14,7,162.72,1,False,False,True
2.374,50,2,92.5,11,8,15,40.0,1,False,True,False
0.644,200,1,82.4,21,13,6,189.37,1,False,False,True
0.474,200,1,67.0,14,20,9,151.25,1,False,False,True
0.583,200,1,87.5,2,21,10,148.81,1,False,False,True
0.448,200,1,48.4,7,15,8,151.95,1,False,False,True
2.304,50,2,51.1,12,20,19,39.45,1,False,True,False
2.103,50,2,66.9,7,13,20,34.21,1,False,True,False
1.74,50,2,44.8,40,20,19,37.7,1,False,True,False
2.503,50,2,93.6,23,19,16,42.39,1,False,True,False
0.513,200,1,84.7,35,18,9,162.01,1,False,False,True
2.475,50,2,96.7,6,7,17,40.09,1,False,True,False
2.14,50,2,54.5,46,1,15,44.04,1,False,True,False
0.577,200,1,54.9,41,9,9,155.01,1,False,False,True
0.608,200,1,56.2,7,2,11,133.79,1,False,False,True
0.412,200,1,80.1,37,8,7,169.34,1,False,False,True
5.158,10,3,81.7,31,14,30,7.68,1,True,False,False
5.639,10,3,55.6,47,9,32,7.73,1,True,False,False
0.641,200,1,68.7,6,10,11,138.96,1,False,False,True
2.599,50,2,69.6,30,2,17,41.74,1,False,True,False
4.108,10,3,85.7,45,2,30,9.01,1,True,False,False
0.437,200,1,63.8,21,9,8,157.2,1,False,False,True
0.417,200,1,89.5,24,13,8,163.24,1,False,False,True
0.449,200,1,52.0,48,4,8,157.15,1,False,False,True
2.132,50,2,42.1,17,18,19,38.12,1,False,True,False
5.239,10,3,76.0,33,22,32,7.65,1,True,False,False
0.487,200,1,94.9,35,17,7,176.17,1,False,False,True
2.452,50,2,46.9,24,0,17,37.48,1,False,True,False
0.553,200,1,71.9,21,20,7,164.27,1,False,False,True
0.4,200,1,52.7,42,21,7,162.27,1,False,False,True
0.598,200,1,43.4,26,7,11,134.58,1,False,False,True
1.79,50,2,86.5,39,2,16,42.43,1,False,True,False
2.427,50,2,59.3,14,2,15,39.47,1,False,True,False
0.487,200,1,51.7,21,23,7,161.0,1,False,False,True
0.606,200,1,83.3,25,18,6,193.31,1,False,False,True
0.543,200,1,61.3,30,0,7,167.08,1,False,False,True
1.616,50,2,87.0,42,6,17,39.72,1,False,True,False
1.937,50,2,92.8,27,2,17,42.95,1,False,True,False
0.485,200,1,59.8,14,22,10,144.84,1,False,False,True
0.482,200,1,59.6,9,11,7,161.35,1,False,False,True
0.456,200,1,84.9,4,22,9,157.13,1,False,False,True
1.936,50,2,55.5,42,1,18,42.19,1,False,True,False
0.401,200,1,69.1,26,2,9,153.11,1,False,False,True
0.524,200,1,79.7,2,22,9,151.2,1,False,False,True
0.588,200,1,57.3,49,18,8,162.33,1,False,False,True
0.632,200,1,48.1,17,11,7,160.27,1,False,False,True
6.246,10,3,51.6,34,3,30,9.83,1,True,False,False
0.533,200,1,95.2,31,6,8,170.64,1,False,False,True
2.2,50,2,41.3,25,4,20,38.2,1,False,True,False
0.421,200,1,63.3,25,8,7,161.82,1,False,False,True
0.522,200,1,67.4,32,18,10,146.48,1,False,False,True
2.501,50,2,47.1,3,6,21,32.76,1,False,True,False
0.601,200,1,73.0,22,5,8,160.5,1,False,False,True
2.577,50,2,87.1,43,9,15,45.3,1,False,True,False
0.487,200,1,70.2,46,14,8,166.86,1,False,False,True
0.585,200,1,67.8,12,3,10,146.58,1,False,False,True
1.896,50,2,57.8,36,14,15,44.06,1,False,True,False
4.713,10,3,70.3,44,6,31,5.21,1,True,False,False
0.623,200,1,71.5,1,12,11,136.67,1,False,False,True
4.806,10,3,59.7,5,10,30,8.39,1,True,False,False
0.433,200,1,86.9,30,14,7,173.88,1,False,False,True
0.494,200,1,80.3,36,20,7,168.34,1,False,False,True
0.537,200,1,55.1,22,5,8,157.67,1,False,False,True
1.834,50,2,45.6,39,17,15,39.61,1,False,True,False
0.506,200,1,71.2,26,19,9,152.92,1,False,False,True
0.552,200,1,81.5,12,12,7,168.84,1,False,False,True
5.661,10,3,89.1,7,22,31,7.35,1,True,False,False
0.604,200,1,80.6,29,15,7,169.78,1,False,False,True
0.434,200,1,64.2,20,4,8,157.99,1,False,False,True
0.464,200,1,76.1,4,14,8,158.7,1,False,False,True
1.844,50,2,42.8,31,20,16,38.59,1,False,True,False
0.487,200,1,43.3,34,9,8,156.58,1,False,False,True
4.033,10,3,72.1,27,1,31,9.77,1,True,False,False
1.883,50,2,57.0,15,12,15,41.1,1,False,True,False
0.404,200,1,90.4,30,22,8,165.84,1,False,False,True
0.549,200,1,42.0,17,10,10,140.34,1,False,False,True
4.741,10,3,54.0,17,4,30,6.71,1,True,False,False
2.019,50,2,87.4,27,3,15,45.62,1,False,True,False
2.299,50,2,83.0,13,23,15,41.75,1,False,True,False
1.681,50,2,83.6,25,15,15,39.61,1,False,True,False
2.26,50,2,40.0,2,22,23,32.04,1,False,True,False
5.733,10,3,52.7,47,23,30,6.24,1,True,False,False
0.528,200,1,92.0,5,20,11,148.23,1,False,False,True
0.527,200,1,78.9,10,1,6,187.68,1,False,False,True
0.485,200,1,52.5,36,9,7,165.16,1,False,False,True
0.454,200,1,43.0,14,12,9,144.05,1,False,False,True
6.055,10,3,51.1,49,5,30,6.37,1,True,False,False
0.527,200,1,95.8,1,3,7,168.26,1,False,False,True
0.558,200,1,70.6,28,5,6,192.59,1,False,False,True
0.622,200,1,49.9,25,5,10,144.67,1,False,False,True
0.576,200,1,65.5,37,0,10,146.96,1,False,False,True
0.594,200,1,43.2,8,7,10,135.3,1,False,False,True
0.585,200,1,43.1,49,5,8,159.88,1,False,False,True
1.7,50,2,65.0,29,5,18,38.69,1,False,True,False
0.477,200,1,88.8,29,10,5,230.56,0,False,False,True
0.534,200,1,63.7,48,7,6,189.83,1,False,False,True
0.528,200,1,71.7,4,17,12,134.61,1,False,False,True
0.471,200,1,58.9,27,8,10,145.32,1,False,False,True
4.574,10,3,58.6,23,13,30,8.78,1,True,False,False
1.915,50,2,72.4,15,5,16,39.2,1,False,True,False
0.551,200,1,80.6,5,15,9,156.09,1,False,False,True
0.496,200,1,42.0,27,6,10,138.83,1,False,False,True
0.561,200,1,86.4,12,6,7,166.09,1,False,False,True
1.848,50,2,72.9,44,16,16,44.52,1,False,True,False
2.37,50,2,74.1,1,3,21,38.5,1,False,True,False
0.456,200,1,46.8,43,6,10,146.78,1,False,False,True
0.414,200,1,64.4,11,16,8,157.17,1,False,False,True
